ID,Title,Artist,Year,ISRC,Youtube-URL,URL,Spotify-URL,QR
00122,World Hold on (Children of the Sky),Bob Sinclair,2006,,https://www.youtube.com/watch?v=XpdpW0z9xnQ,https://hitstergame.com/de/00122,,
00123,Born To Be Wild,Steppenwolf,1968,,https://www.youtube.com/watch?v=93fAJe8WVjA,https://hitstergame.com/de/00123,,
00124,Valerie (feat. Amy Winehouse),"Mark Ronson, Amy Winehouse",2007,,https://www.youtube.com/watch?v=bixuI_GV5I0,https://hitstergame.com/de/00124,,
00125,(What A) Wonderful World,Sam Cooke,1960,,https://www.youtube.com/watch?v=R4GLAKEjU4w,https://hitstergame.com/de/00125,,
00126,Männer,Herbert Grönemeyer,1984,,https://www.youtube.com/watch?v=UEJNMkEr1Ls,https://hitstergame.com/de/00126,,
00127,You Get What You Give,New Radicals,1998,,https://www.youtube.com/watch?v=DL7-CKirWZE,https://hitstergame.com/de/00127,,
00128,Mama,Heintje,1968,,https://www.youtube.com/watch?v=u0yqKrGKukE,https://hitstergame.com/de/00128,,
00129,My Heart Will Go On,Celine Dion,1997,,https://www.youtube.com/watch?v=9bFHsd3o1w0,https://hitstergame.com/de/00129,,
00130,Dancing On The Ceiling,Lionel Richie,1986,,https://www.youtube.com/watch?v=ovo6zwv6DX4,https://hitstergame.com/de/00130,,
00131,Give It Up,KC & The Sunshine Band,1982,,https://www.youtube.com/watch?v=N2Gi4Y4JzOA,https://hitstergame.com/de/00131,,
00132,Feel,Robbie Williams,2002,,https://www.youtube.com/watch?v=iy4mXZN1Zzk,https://hitstergame.com/de/00132,,
00133,How You Remind Me,Nickelback,2001,,https://www.youtube.com/watch?v=hhSLkkLl750,https://hitstergame.com/de/00133,,
00134,Got My Mind Set On You,George Harrison,1987,,https://www.youtube.com/watch?v=SuJuJA5k44Y,https://hitstergame.com/de/00134,,
00135,Verdammt lch lieb' dich,Matthias Reim,1990,,https://www.youtube.com/watch?v=fKV_Ma9T5N8,https://hitstergame.com/de/00135,,
00136,I Like To Move It,Reel 2 Real,1993,,https://www.youtube.com/watch?v=_NkpHLq76ro,https://hitstergame.com/de/00136,,
00137,Don't You Want Me,The Human League,1981,,https://www.youtube.com/watch?v=uPudE8nDog0,https://hitstergame.com/de/00137,,
00138,Drei Uhr Nachts,"Mark Forster, LEA",2021,,https://www.youtube.com/watch?v=fDSOhYhORiw,https://hitstergame.com/de/00138,,
00139,Westerland,Die Ärzte,1988,,https://www.youtube.com/watch?v=G-NrSn3K6gM,https://hitstergame.com/de/00139,,
00140,Every Breath You Take,The Police,1983,,https://www.youtube.com/watch?v=OMOGaugKpzs,https://hitstergame.com/de/00140,,
00141,Bitter Sweet Symphony,The Verve,1997,,https://www.youtube.com/watch?v=1lyu1KKwC74,https://hitstergame.com/de/00141,,
00142,Gettin' Jiggy Wit It,Will Smith,1998,,https://www.youtube.com/watch?v=3JcmQONgXJM,https://hitstergame.com/de/00142,,
00143,Barbie Girl,Aqua,1997,,https://www.youtube.com/watch?v=ZyhrYis509A,https://hitstergame.com/de/00143,,
00144,Pack Die Badehose Ein,Cornelia Froboess,1951,,https://www.youtube.com/watch?v=Jq755GRl4E0,https://hitstergame.com/de/00144,,
00145,Torn,Natalie Imbruglia,1997,,https://www.youtube.com/watch?v=VV1XWJN3nJo,https://hitstergame.com/de/00145,,
00146,The Wanderer,Dion,1961,,https://www.youtube.com/watch?v=SbYa7NBYyRc,https://hitstergame.com/de/00146,,
00147,La Bamba,Ritchie Valens,1958,,https://www.youtube.com/watch?v=t-L19Qt-ozI,https://hitstergame.com/de/00147,,
00148,Toosie Slide,Drake,2020,,https://www.youtube.com/watch?v=dGYxT1QReQs,https://hitstergame.com/de/00148,,
00149,drivers license,Olivia Rodrigo,2021,,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,https://hitstergame.com/de/00149,,
00150,Moves Like Jagger,"Maroon 5, Christina Aguilera",2011,,https://www.youtube.com/watch?v=iEPTlhBmwRg,https://hitstergame.com/de/00150,,
00151,Atemlos durch die Nacht,Helene Fischer,2013,,https://www.youtube.com/watch?v=haECT-SerHk,https://hitstergame.com/de/00151,,
00152,Stop,Spice Girls,1998,,https://www.youtube.com/watch?v=5JD6ejmlpa8,https://hitstergame.com/de/00152,,
00153,If You Had My Love,Jennifer Lopez,1999,,https://www.youtube.com/watch?v=lYfkl-HXfuU,https://hitstergame.com/de/00153,,
00154,More Than a Feeling,Boston,1976,,https://www.youtube.com/watch?v=DCZNFmHJbV8,https://hitstergame.com/de/00154,,
00155,Disco Inferno,The Trammps,1976,,https://www.youtube.com/watch?v=pG8TyIEAqps,https://hitstergame.com/de/00155,,
00156,Someone You Loved,Lewis Capaldi,2018,,https://www.youtube.com/watch?v=zABLecsR5UE,https://hitstergame.com/de/00156,,
00157,"MIEF! (Nimm mich jetzt, auch wenn ich stinke)",Die Doofen,1995,,https://www.youtube.com/watch?v=gyrMA-pu6y8,https://hitstergame.com/de/00157,,
00158,Sweet Child O' Mine,Guns N' Roses,1988,,https://www.youtube.com/watch?v=1w7OgIMMRc4,https://hitstergame.com/de/00158,,
00159,Your Song,Elton John,1970,,https://www.youtube.com/watch?v=FT3D1Cu6g10,https://hitstergame.com/de/00159,,
00160,Congratulations,Cliff Richard,1968,,https://www.youtube.com/watch?v=770f-pwPe4o,https://hitstergame.com/de/00160,,
00161,You're So Vain,Carly Simon,1972,,https://www.youtube.com/watch?v=j13oJajXx0M,https://hitstergame.com/de/00161,,
00162,Easy,Commodores,1977,,https://www.youtube.com/watch?v=0XRrYgByp28,https://hitstergame.com/de/00162,,
00163,Forever Young,Alphaville,1984,,https://www.youtube.com/watch?v=t1TcDHrkQYg,https://hitstergame.com/de/00163,,
00164,Maneater,Daryl Hall & John Oates,1982,,https://www.youtube.com/watch?v=yRYFKcMa_Ek,https://hitstergame.com/de/00164,,
00165,Rock Me Amadeus,Falco,1985,,https://www.youtube.com/watch?v=OKxBk4V79Co,https://hitstergame.com/de/00165,,
00166,I Got You Babe,Sonny & Cher,1965,,https://www.youtube.com/watch?v=HKGjCPBSG38,https://hitstergame.com/de/00166,,
00167,Junge,Die Ärzte,2007,,https://www.youtube.com/watch?v=HpOt9DQh8AA,https://hitstergame.com/de/00167,,
00168,Everywhere,Fleetwood Mac,1987,,https://www.youtube.com/watch?v=YF1R0hc5Q2I,https://hitstergame.com/de/00168,,
00169,Zombie,The Cranberries,1994,,https://www.youtube.com/watch?v=6Ejga4kJUts,https://hitstergame.com/de/00169,,
00170,Barbra Streisand,Duck Sauce,2010,,https://www.youtube.com/watch?v=wWhtcU4-xAM,https://hitstergame.com/de/00170,,
00171,No One,Alicia Keys,2007,,https://www.youtube.com/watch?v=rywUS-ohqeE,https://hitstergame.com/de/00171,,
00172,I Knew You Were Waiting (For Me),"George Michael, Aretha Franklin",1987,,https://www.youtube.com/watch?v=fDxzQJaA228,https://hitstergame.com/de/00172,,
00173,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,1975,,https://www.youtube.com/watch?v=mTUhnIY3oRM,https://hitstergame.com/de/00173,,
00174,4 Minutes (feat. Justin Timberlake and Timbaland),Madonna,2008,,https://www.youtube.com/watch?v=aAQZPBwz2CI,https://hitstergame.com/de/00174,,
00175,Autobahn,Kraftwerk,1974,,https://www.youtube.com/watch?v=MOaDUBxAoVI,https://hitstergame.com/de/00175,,
00176,She's A Lady,Tom Jones,1971,,https://www.youtube.com/watch?v=x8G4xrYfWmw,https://hitstergame.com/de/00176,,
00177,Señorita,"Shawn Mendes, Camila Cabello",2019,,https://www.youtube.com/watch?v=Pkh8UtuejGw,https://hitstergame.com/de/00177,,
00178,Killing Me Softly With His Song,Fugees,1996,,https://www.youtube.com/watch?v=oKOtzIo-uYw,https://hitstergame.com/de/00178,,
00179,Oops!...I Did It Again,Britney Spears,2000,,https://www.youtube.com/watch?v=CduA0TULnow,https://hitstergame.com/de/00179,,
00180,Nur noch kurz die Welt retten,Tim Bendzko,2011,,https://www.youtube.com/watch?v=4BAKb2p450Q,https://hitstergame.com/de/00180,,
00181,Whatcha Say,Jason Derulo,2009,,https://www.youtube.com/watch?v=pBI3lc18k8Q,https://hitstergame.com/de/00181,,
00182,Abenteuerland,Pur,1995,,https://www.youtube.com/watch?v=XC-HspEa2vs,https://hitstergame.com/de/00182,,
00183,Talk,Coldplay,2005,,https://www.youtube.com/watch?v=EH9meoWmAOM,https://hitstergame.com/de/00183,,
00184,Somebody That I Used to Know (feat. Kimbra),Gotye,2011,,https://www.youtube.com/watch?v=8UVNT4wvIGY,https://hitstergame.com/de/00184,,
00185,Fast Car,Tracy Chapman,1988,,https://www.youtube.com/watch?v=AIOAlaACuv4,https://hitstergame.com/de/00185,,
00186,The Living Years,Mike + The Mechanics,1988,,https://www.youtube.com/watch?v=5hr64MxYpgk,https://hitstergame.com/de/00186,,
00187,Ab in den Süden,Buddy,2003,,https://www.youtube.com/watch?v=q5WdWSpz1vQ,https://hitstergame.com/de/00187,,
00188,The Boy Is Mine,Brandy & Monica,1998,,https://www.youtube.com/watch?v=qSIOp_K5GMw,https://hitstergame.com/de/00188,,
00189,All I Have to Do Is Dream,The Everly Brothers,1958,,https://www.youtube.com/watch?v=56cKlT62wrQ,https://hitstergame.com/de/00189,,
00190,Surfin' U.S.A.,The Beach Boys,1963,,https://www.youtube.com/watch?v=KcZn05qxVgg,https://hitstergame.com/de/00190,,
00191,Whole Again,Atomic Kitten,2001,,https://www.youtube.com/watch?v=1V0xQkk9kbc,https://hitstergame.com/de/00191,,
00192,Right Here Waiting,Richard Marx,1989,,https://www.youtube.com/watch?v=S_E2EHVxNAE,https://hitstergame.com/de/00192,,
00193,Geboren um zu leben,Unheilig,2010,,https://www.youtube.com/watch?v=1YOovPkiMrk,https://hitstergame.com/de/00193,,
00194,Die Nacht von Freitag auf Montag,SDP feat. Sido,2012,,https://www.youtube.com/watch?v=388e_8mu1t4,https://hitstergame.com/de/00194,,
00195,Fallin',Alicia Keys,2001,,https://www.youtube.com/watch?v=Urdlvw0SSEc,https://hitstergame.com/de/00195,,
00196,Firework,Katy Perry,2010,,https://www.youtube.com/watch?v=QGJuMBdaqIw,https://hitstergame.com/de/00196,,
00197,Genie In A Bottle,Christina Aguilera,1999,,https://www.youtube.com/watch?v=kIDWgqDBNXA,https://hitstergame.com/de/00197,,
00198,Euphoria,Loreen,2012,,https://www.youtube.com/watch?v=t5qURKt4maw,https://hitstergame.com/de/00198,,
00199,Africa,TOTO,1982,,https://www.youtube.com/watch?v=FTQbiNvZqaY,https://hitstergame.com/de/00199,,
00200,At The Hop,Danny & The Juniors,1957,,https://www.youtube.com/watch?v=SEPvoNA1OGw,https://hitstergame.com/de/00200,,
00201,Mr. Vain,Culture Beat,1993,,https://www.youtube.com/watch?v=VAmq5-wcLHE,https://hitstergame.com/de/00201,,
00202,Sweet Dreams (Are Made Of This),"Eurythmics, Annie Lennox, Dave Stewart",1983,,https://www.youtube.com/watch?v=qeMFqkcPYcg,https://hitstergame.com/de/00202,,
00203,All About That Bass,Meghan Trainor,2014,,https://www.youtube.com/watch?v=7PCkvCPvDXk,https://hitstergame.com/de/00203,,
00204,Don't Dream It's Over,Crowded House,1986,,https://www.youtube.com/watch?v=J9gKyRmic20,https://hitstergame.com/de/00204,,
00205,Purple Rain,Prince,1984,,https://www.youtube.com/watch?v=S6Y1gohk5-A,https://hitstergame.com/de/00205,,
00206,All of Me,John Legend,2013,,https://www.youtube.com/watch?v=450p7goxZqg,https://hitstergame.com/de/00206,,
00207,Schöner fremder Mann,Connie Francis,1964,,https://www.youtube.com/watch?v=X6OUwtI9J5E,https://hitstergame.com/de/00207,,
00208,Love Is All Around,Wet Wet Wet,1994,,https://www.youtube.com/watch?v=h3gEkwhdXUE,https://hitstergame.com/de/00208,,
00209,Gangsta's Paradise,Coolio feat. L.V.,1995,,https://www.youtube.com/watch?v=SQCSxqScSVQ,https://hitstergame.com/de/00209,,
00210,See You Later Alligator,Bill Haley & His Comets,1956,,https://www.youtube.com/watch?v=Y5b2R6SE26Y,https://hitstergame.com/de/00210,,
00211,Jump Around,House Of Pain,1992,,https://www.youtube.com/watch?v=jrL_LzX5wv4,https://hitstergame.com/de/00211,,
00212,Nothing Compares 2 U,Sinéad O'Connor,1990,,https://www.youtube.com/watch?v=0-EF60neguk,https://hitstergame.com/de/00212,,
00213,Engel,Rammstein,1997,,https://www.youtube.com/watch?v=x2rQzv8OWEY,https://hitstergame.com/de/00213,,
00214,Because of You,Kelly Clarkson,2005,,https://www.youtube.com/watch?v=Ra-Om7UMSJc,https://hitstergame.com/de/00214,,
00215,Du trägst keine Liebe in dir,Echt,1999,,https://www.youtube.com/watch?v=7fUpaXxPgMI,https://hitstergame.com/de/00215,,
00216,Part-Time Lover,Stevie Wonder,1985,,https://www.youtube.com/watch?v=MpDM6ygsb20,https://hitstergame.com/de/00216,,
00217,Walk Of Life,Dire Straits,1985,,https://www.youtube.com/watch?v=kd9TlGDZGkI,https://hitstergame.com/de/00217,,
00218,All That She Wants,Ace of Base,1992,,https://www.youtube.com/watch?v=d73tiBBzvFM,https://hitstergame.com/de/00218,,
00219,Alles nur geklaut,Die Prinzen,1993,,https://www.youtube.com/watch?v=yMR45cZbvDw,https://hitstergame.com/de/00219,,
00220,Waterloo,ABBA,1974,,https://www.youtube.com/watch?v=Sj_9CiNkkn4,https://hitstergame.com/de/00220,,
00221,Heaven,Bryan Adams,1985,,https://www.youtube.com/watch?v=s6TtwR2Dbjg,https://hitstergame.com/de/00221,,
00222,Durch den Monsun,Tokio Hotel,2005,,https://www.youtube.com/watch?v=S_Sy5-sOodA,https://hitstergame.com/de/00222,,
00223,The Locomotion,Little Eva,1962,,https://www.youtube.com/watch?v=HiN03MTBCYo,https://hitstergame.com/de/00223,,
00224,Smells Like Teen Spirit,Nirvana,1991,,https://www.youtube.com/watch?v=hTWKbfoikeg,https://hitstergame.com/de/00224,,
00225,Fly Away,Lenny Kravitz,1998,,https://www.youtube.com/watch?v=EvuL5jyCHOw,https://hitstergame.com/de/00225,,
00226,Smalltown Boy,Bronski Beat,1984,,https://www.youtube.com/watch?v=88sARuFu-tc,https://hitstergame.com/de/00226,,
00227,Ring of Fire,Johnny Cash,1963,,https://www.youtube.com/watch?v=1WaV2x8GXj0,https://hitstergame.com/de/00227,,
00228,These Boots Are Made for Walkin',Nancy Sinatra,1965,,https://www.youtube.com/watch?v=GM1kzbAgo_E,https://hitstergame.com/de/00228,,
00229,Price Tag ft. B.o.B,Jessie J,2011,,https://www.youtube.com/watch?v=qMxX-QOV9tI,https://hitstergame.com/de/00229,,
00230,Itsy Bitsy Teenie Weenie Honolulu Strand Bikini,"Caterina Valente, Silvio Francesco",1960,,https://www.youtube.com/watch?v=xxSPQGaGqd0,https://hitstergame.com/de/00230,,
00231,Informer,Snow,1992,,https://www.youtube.com/watch?v=TSffz_bl6zo,https://hitstergame.com/de/00231,,
00232,Das Beste,Silbermond,2006,,https://www.youtube.com/watch?v=LyYAQHDMqfA,https://hitstergame.com/de/00232,,
00233,Celebration,Kool & The Gang,1980,,https://www.youtube.com/watch?v=3GwjfUFyY6M,https://hitstergame.com/de/00233,,
00234,Believe,Cher,1998,,https://www.youtube.com/watch?v=nZXRV4MezEw,https://hitstergame.com/de/00234,,
00235,Knock On Wood,Amii Stewart,1979,,https://www.youtube.com/watch?v=oLS57N4kUN0,https://hitstergame.com/de/00235,,
00236,Mercy,Duffy,2008,,https://www.youtube.com/watch?v=y7ZEVA5dy-Y,https://hitstergame.com/de/00236,,
